,negative,positive
regga,5.678873587267573,2.095903274289385
reggi,3.719611071037446,2.978033117136071
reggio,10.0,0.0
regi,1.4306765580733931,10.318851158516171
regim,2.095903274289385,5.678873587267573
regiment,1.1073093649624544,17.243773525740824
regin,0.0,2.5
regina,2.785345075685467,4.0019613898255475
reginald,0.9792503710240241,23.00664991191393
region,3.321928094887363,3.321928094887363
regist,5.360300857319895,2.188577135307359
registrar,0.0,2.5
reglamentari,2.5,0.0
regr,0.0,2.5
regrad,0.0,2.5
regress,4.507575551943847,2.51294159473206
regret,3.598202526833623,3.072734190675791
regrett,5.266496755520256,2.2183164275718488
regroup,1.8380053935977752,6.8433137786230045
regul,4.1145820804822515,2.717562737549928
regular,2.8802965686398974,3.8563711361572213
regulatori,2.5,0.0
regurgit,6.8433137786230045,1.8380053935977752
regurit,2.5,0.0
rehab,2.717562737549928,4.1145820804822515
rehabilit,4.339356391946547,2.5950375316654903
rehash,6.51774597301558,1.8999152124064826
rehear,0.0,2.5
rehears,2.7466359508287996,4.065331018606768
reheat,8.003922779651097,1.6609640474436815
rehir,3.321928094887363,3.321928094887363
rehman,2.5,0.0
rehydr,2.5,0.0
rei,0.0,5.0
reich,2.978033117136071,3.719611071037446
reid,6.8433137786230045,1.8380053935977752
reif,5.0,0.0
reifenst,0.0,5.0
reifi,0.0,2.5
reign,2.4771339630606084,4.585982948820062
reignit,4.507575551943847,2.51294159473206
reigon,2.5,0.0
reili,1.1832946624549385,14.937236057436325
reilli,2.7466359508287996,4.065331018606768
reimagin,5.0,0.0
reimburs,2.717562737549928,4.1145820804822515
rein,4.1145820804822515,2.717562737549928
reinact,2.5,0.0
reincarn,4.899079389427794,2.3475901497877913
reiner,8.003922779651097,1.6609640474436815
reinfield,2.5,0.0
reinforc,2.7311347436138513,4.091408991095177
reinhardt,2.5,0.0
reinhold,2.095903274289385,5.678873587267573
reink,0.0,2.5
reinstal,0.0,12.5
reinstat,1.8380053935977752,6.8433137786230045
reintegr,0.0,5.0
reinterpret,8.003922779651097,1.6609640474436815
reintroduc,2.8394367936337863,3.9173823267621817
reinvent,2.5642927228407246,4.400560461481861
reinvigor,3.321928094887363,3.321928094887363
reisch,0.0,2.5
reisen,0.0,2.5
reiser,0.0,15.0
reisert,1.6609640474436815,8.003922779651097
reisner,2.5,0.0
reissu,1.7721967586109773,7.230516925979993
reiter,3.871796827380109,2.869813941784957
reith,2.5,0.0
reitman,3.321928094887363,3.321928094887363
reitz,0.0,2.5
reject,3.0529864584369673,3.6226855771804867
rejoic,3.321928094887363,3.321928094887363
rejoin,2.095903274289385,5.678873587267573
rejuven,2.717562737549928,4.1145820804822515
rejuvin,0.0,2.5
rekert,7.5,0.0
rekha,5.0,0.0
rekindl,2.1510612984733104,5.484253907264837
relabel,2.5,0.0
relaes,2.5,0.0
relag,0.0,2.5
relaps,3.321928094887363,3.321928094887363
relas,2.5,0.0
relat,2.585003679012598,4.359103965367795
relationship,1.9535700439406751,6.261707715779571
relativ,0.0,2.5
relativist,2.5,0.0
relaunch,5.0,0.0
relax,1.8250557574182213,6.915943810953982
relay,3.0688630208544416,3.6029687045003636
rele,1.6609640474436815,8.003922779651097
relea,0.0,2.5
releas,2.5584660201754073,4.41239583509983
relect,0.0,2.5
releg,3.5975792258391737,3.073241413864832
relent,4.507575551943847,2.51294159473206
relentless,3.093041244374097,3.5734616593335295
relentlessi,0.0,2.5
reles,2.5,0.0
relev,2.7545587812324803,4.052159562894778
relgious,2.5,0.0
reli,3.6364502224977406,3.042032592542781
reliabl,3.478778893323754,3.174192946876641
relian,0.0,2.5
relianc,0.0,2.5
reliant,4.507575551943847,2.51294159473206
relic,3.9173823267621817,2.8394367936337863
relief,2.3475901497877913,4.899079389427794
reliefus,2.5,0.0
reliev,3.9667323969228434,2.8075277410795847
relig,8.003922779651097,1.6609640474436815
religi,3.459955141194635,3.191009684539335
religion,1.4947531601505835,9.547874667292193
religul,8.003922779651097,1.6609640474436815
relinquish,1.2301433994512887,13.783470770180712
relish,1.6007069337415276,8.50054631423426
reliv,2.2417150756904025,5.195299753772005
reload,16.584875069452096,1.1270199750491143
reloc,2.753471489747459,4.053960922386964
relook,0.0,2.5
reluct,2.095903274289385,5.678873587267573
rem,1.6609640474436815,8.003922779651097
remad,2.6619559702796276,4.212993519393615
remain,2.6595840864989935,4.217319795016226
remaind,3.321928094887363,3.321928094887363
remak,4.904584641939363,2.345486032092027
remand,0.0,2.5
remanufactur,2.5,0.0
remar,4.899079389427794,2.3475901497877913
remark,1.6947108072186234,7.751355195129818
remarqu,0.0,2.5
remarri,1.8815421796317378,6.610797698940938
remast,1.5150322905906413,9.32749074815061
rember,2.5,0.0
rembrandt,3.321928094887363,3.321928094887363
reme,2.5,0.0
remeb,0.0,2.5
remedi,7.341079556313824,1.754769834800818
remem,0.0,2.5
rememb,2.6608079621745984,4.215086114190767
remember,3.321928094887363,3.321928094887363
rememeb,2.5,0.0
remenb,2.5,0.0
remf,0.0,2.5
remi,1.285097208938469,12.62925313651334
remind,2.500988934622886,4.533390002676949
reminesc,0.0,2.5
remini,0.0,2.5
reminisc,1.8516914733647865,6.768325604277702
remiss,1.4306765580733931,10.318851158516171
remix,5.094382474196232,2.2761793375349226
remmeb,0.0,2.5
remnant,0.0,2.5
remo,3.321928094887363,3.321928094887363
remodel,7.5,0.0
remonstr,2.5,0.0
remors,2.2363458328106818,5.211440485380426
remorseless,0.0,17.5
remot,7.885769986160462,1.6764683144475248
remotest,12.5,0.0
remov,5.4932803249082465,2.1484047435744236
remsen,0.0,5.0
remun,0.0,2.5
ren,1.4306765580733931,10.318851158516171
renaiss,0.0,5.0
renal,2.5,0.0
renaldo,0.0,2.5
renam,6.0120931413889656,2.010759005174987
renant,0.0,2.5
renard,3.321928094887363,3.321928094887363
renart,5.0,0.0
renata,0.0,2.5
renau,0.0,2.5
renaud,0.0,2.5
renauld,10.0,0.0
renaut,2.5,0.0
rend,1.1832946624549385,14.937236057436325
rendal,7.5,0.0
rendel,2.5,0.0
render,3.3933985504904873,3.252412172870925
rendev,2.5,0.0
rendevoux,0.0,2.5
rendez,2.5,0.0
rendezv,2.095903274289385,5.678873587267573
rendit,3.321928094887363,3.321928094887363
rene,2.1396717031069303,5.5231933678985525
renea,5.0,0.0
reneg,3.321928094887363,3.321928094887363
renegad,2.9514322065841454,3.7556162037993324
renew,2.025000870445423,5.953324666550077
renfield,2.5,0.0
renfro,2.51294159473206,4.507575551943847
reni,0.0,10.0
renn,3.321928094887363,3.321928094887363
renni,2.68538628536236,4.170831608277665
reno,4.899079389427794,2.3475901497877913
renoir,0.9427755595944493,25.31098257513334
renounc,2.095903274289385,5.678873587267573
renov,4.507575551943847,2.51294159473206
renown,2.095903274289385,5.678873587267573
rent,6.662200742128874,1.8716326514391484
rentabl,0.0,2.5
rental,6.1254228967658095,1.9841529626733618
renter,3.321928094887363,3.321928094887363
renuka,0.0,2.5
renumb,5.0,0.0
renzi,0.0,2.5
reoccur,2.978033117136071,3.719611071037446
reommend,0.0,2.5
reoonnect,0.0,2.5
reopen,1.7247814630066518,7.540024413314111
reorder,0.0,10.0
reorgan,3.321928094887363,3.321928094887363
rep,5.678873587267573,2.095903274289385
repackag,12.62925313651334,1.285097208938469
repaid,0.0,7.5
repaint,5.678873587267573,2.095903274289385
repair,2.584349121341731,4.360399754477946
repairman,5.0,0.0
repay,2.51294159473206,4.507575551943847
repeal,2.5,0.0
repeat,3.922719162243575,2.8359379021627364
repect,0.0,2.5
repel,5.253985592590525,2.2223752763380724
repent,1.9796101017878516,6.14525046121494
repertoir,0.0,5.0
repertori,5.0,0.0
repet,5.0,0.0
repetit,8.58328067894192,1.5913711273047662
repetiti,14.937236057436325,1.1832946624549385
rephras,20.0,0.0
rephrens,2.5,0.0
repit,2.5,0.0
repla,2.5,0.0
replac,3.8567144382066534,2.88006213487937
replay,2.539462943690012,4.4515342586201765
replenish,2.095903274289385,5.678873587267573
replet,2.3858985318574284,4.801322650839046
repli,2.7751260147483947,4.018452993343954
replic,3.212860067744406,3.4358856466259087
replica,3.321928094887363,3.321928094887363
repo,8.003922779651097,1.6609640474436815
repopul,3.321928094887363,3.321928094887363
repopularis,0.0,2.5
report,3.056492336389925,3.6183080404408194
reportari,0.0,2.5
repos,1.6609640474436815,8.003922779651097
reposit,3.321928094887363,3.321928094887363
repossess,6.8433137786230045,1.8380053935977752
reprehens,9.547874667292193,1.4947531601505835
repremand,2.5,0.0
repres,2.511019169178932,4.511703703314981
represen,0.0,2.5
represent,12.5,0.0
repress,2.1095703331849287,5.629201551182072
repri,0.0,2.5
repriev,1.285097208938469,12.62925313651334
reprimand,4.271985235273362,2.6301168673979136
reprint,1.6609640474436815,8.003922779651097
repris,2.984945490333065,3.710396926952213
reproach,1.6609640474436815,8.003922779651097
reprob,5.0,0.0
reproduc,2.8191658368867367,3.9485548495423557
reproduct,3.321928094887363,3.321928094887363
reprogram,14.937236057436325,1.1832946624549385
reprogramm,5.0,0.0
reptil,4.899079389427794,2.3475901497877913
reptilian,4.212993519393615,2.6619559702796276
repubhl,0.0,2.5
republ,2.54582245555384,4.438343561969697
republican,2.8191658368867367,3.9485548495423557
republish,3.321928094887363,3.321928094887363
repudi,2.51294159473206,4.507575551943847
repugn,4.8432274388165455,2.369254534243641
repuls,5.907605896742976,2.0362994368062823
repulsa,2.5,0.0
reput,4.1145820804822515,2.717562737549928
req,0.0,2.5
request,2.5695969925870994,4.389852586341185
requiem,7.5,0.0
requir,3.658466251131629,3.0247298698245224
requisit,3.2392144554136055,3.407423698026852
reran,2.5,0.0
reread,4.271985235273362,2.6301168673979136
rerecord,0.0,2.5
rereleas,2.717562737549928,4.1145820804822515
rerout,5.0,0.0
rerun,4.271985235273362,2.6301168673979136
rerythm,0.0,2.5
res,2.5,0.0
resal,2.5,0.0
resaw,2.5,0.0
reschedul,0.0,2.5
rescind,5.678873587267573,2.095903274289385
rescor,0.0,2.5
rescu,4.189783408415492,2.6747830746001657
rescueman,0.0,2.5
research,3.3688876633423166,3.275820317202415
resel,7.5,0.0
resembl,4.820047771205403,2.3784190833528687
resent,2.1803695489250283,5.386869421779831
reserv,2.9141502845552947,3.8075858607398443
reservoir,2.51294159473206,4.507575551943847
reset,3.798794064681797,2.9203673004336506
resettl,3.321928094887363,3.321928094887363
resevoir,2.5,0.0
reshammiya,5.678873587267573,2.095903274289385
reshap,2.095903274289385,5.678873587267573
reship,2.5,0.0
reshoot,4.507575551943847,2.51294159473206
reshot,0.0,2.5
reshuffl,0.0,2.5
resid,3.1250211452606442,3.5353674855069555
residenti,2.095903274289385,5.678873587267573
residu,2.717562737549928,4.1145820804822515
resign,2.51294159473206,4.507575551943847
resil,0.0,2.5
resili,4.899079389427794,2.3475901497877913
resist,2.8768191683879127,3.861471253137408
resivior,2.5,0.0
resiz,2.5,0.0
resnai,1.6609640474436815,8.003922779651097
resold,0.0,2.5
resolut,2.2363458328106818,5.211440485380426
resolv,3.1070389882374507,3.5566588996574278
reson,1.4878785703489694,9.624997223318688
resons,2.5,0.0
resort,3.173736088459,3.4792939653630737
resound,2.8394367936337863,3.9173823267621817
resourc,2.1396717031069303,5.5231933678985525
resovoir,3.321928094887363,3.321928094887363
resp,2.5,0.0
respect,2.6876546292317665,4.166804420458833
respectablis,2.5,0.0
respiro,0.0,5.0
respit,2.095903274289385,5.678873587267573
resplend,3.321928094887363,3.321928094887363
respond,2.279238537621354,5.085643216773746
responis,0.0,2.5
respons,3.7605807288403588,2.947814703642007
resqu,2.5,0.0
ress,0.0,2.5
rest,3.16185575442704,3.492757467184183
restart,2.2109333391015227,5.289431441108701
restat,3.321928094887363,3.321928094887363
restaur,2.8046767821586527,3.9712170478272815
restaurateur,0.0,2.5
restitch,2.5,0.0
restitut,0.0,2.5
restiv,2.5,0.0
restless,2.978033117136071,3.719611071037446
restor,1.670722575149471,7.929127297539249
restrain,2.0580570525563657,5.821742259479532
restraint,2.095903274289385,5.678873587267573
restrict,2.1676598747022817,5.42861200933946
restructur,2.51294159473206,4.507575551943847
restur,3.321928094887363,3.321928094887363
restyl,3.321928094887363,3.321928094887363
result,3.502408244701113,3.1534120896180626
resum,3.2296594621689176,3.4176720451855043
resurect,2.5,0.0
resurf,0.0,2.5
resurfac,2.9514322065841454,3.7556162037993324
resurrect,6.655813170877321,1.87285497905312
resuscit,14.937236057436325,1.1832946624549385
ret,2.095903274289385,5.678873587267573
retail,2.095903274289385,5.678873587267573
retain,2.1389313057015404,5.525746496315768
retak,3.321928094887363,3.321928094887363
retali,1.4306765580733931,10.318851158516171
retaliatori,3.321928094887363,3.321928094887363
retard,8.058473396657455,1.6539664637039282
retart,5.678873587267573,2.095903274289385
retch,4.507575551943847,2.51294159473206
reteam,3.321928094887363,3.321928094887363
retel,3.0815587699515854,3.5873976034096917
retent,3.9173823267621817,2.8394367936337863
retest,2.5,0.0
rethink,3.150396013176948,3.5058721616899073
rethought,7.5,0.0
reti,0.0,2.5
retic,0.0,15.0
retil,0.0,2.5
retin,7.5,0.0
retir,2.441252676389268,4.667894418674167
retitl,6.0120931413889656,2.010759005174987
retold,1.5702972679322118,8.776290847640777
retool,14.937236057436325,1.1832946624549385
retopolog,0.0,2.5
retor,2.5,0.0
retort,3.321928094887363,3.321928094887363
retrac,8.003922779651097,1.6609640474436815
retract,2.9203673004336506,3.798794064681797
retrain,0.0,5.0
retread,6.8433137786230045,1.8380053935977752
retreat,2.51294159473206,4.507575551943847
retri,2.5,0.0
retribut,0.0,2.5
retriev,3.6403209042347373,3.0389712882734123
retro,2.9937407846606012,3.698755920410016
retroact,2.5,0.0
retrograd,8.003922779651097,1.6609640474436815
retrogress,2.5,0.0
retromedia,2.5,0.0
retrospect,2.3797262361700646,4.816762862638822
retrouv,0.0,2.5
retsuden,0.0,2.5
rettenden,2.5,0.0
retto,2.5,0.0
retu,2.5,0.0
return,2.612848657520066,4.304830036215421
returni,0.0,2.5
reuban,0.0,2.5
reuben,2.095903274289385,5.678873587267573
reunifi,0.0,2.5
reunion,4.1145820804822515,2.717562737549928
reunit,1.9617623868712668,6.224545930293206
reunuin,0.0,2.5
reus,5.678873587267573,2.095903274289385
rev,2.4097933153777453,4.742632390555292
revaeal,0.0,2.5
revamp,1.9535700439406751,6.261707715779571
reve,2.2363458328106818,5.211440485380426
reveal,2.5296608722384675,4.472051059556392
reveiw,2.5,0.0
revel,2.9064307079020106,3.8185738775919673
revelat,2.5,0.0
revelatori,2.095903274289385,5.678873587267573
reveneg,0.0,2.5
reveng,4.0019613898255475,2.785345075685467
rever,1.9893555188527616,6.102889742119281
reverber,1.530895350152348,9.162168319362612
reverend,3.321928094887363,3.321928094887363
reverenti,0.0,7.5
reveri,0.0,2.5
revers,3.2838746400356102,3.3605598775323746
revert,2.4469987769064594,4.654543330363308
revet,0.0,2.5
revi,0.0,2.5
review,4.092696564704337,2.730375680133554
reviewi,0.0,2.5
revil,3.103476471903321,3.5609161165707097
revill,2.5,0.0
revis,1.3506893502198491,11.474446170085354
revisionist,3.0212099296053805,3.662986595046085
revisit,2.441871963022811,4.666451132368615
revist,2.5,0.0
revit,2.095903274289385,5.678873587267573
revitalis,0.0,2.5
reviv,3.2588199871532906,3.386642853563212
revivifi,2.5,0.0
revok,14.937236057436325,1.1832946624549385
revolt,13.398787608311364,1.2474546526209354
revolut,3.321928094887363,3.321928094887363
revolution,1.8088351765837412,7.0093046768582425
revolutionari,2.592651296185663,4.344033104251642
revolutionis,0.0,5.0
revolutionist,0.0,2.5
revolv,3.051267752781067,3.624836532597002
revu,1.8380053935977752,6.8433137786230045
revv,3.321928094887363,3.321928094887363
rew,0.0,2.5
rewa,0.0,2.5
reward,1.917179654711205,6.432880678700006
rewardi,0.0,2.5
rewarm,2.5,0.0
rewatch,2.2761793375349226,5.094382474196232
rewind,3.7636144048142066,2.945610068724436
rewir,2.5,0.0
reword,2.5,0.0
rework,4.768720397928236,2.399086315659066
rewound,4.0019613898255475,2.785345075685467
rewrit,7.423983573584705,1.7420653825330148
rewritten,13.783470770180712,1.2301433994512887
rewrot,5.678873587267573,2.095903274289385
rex,3.5779414751942307,3.0893376487058255
rexal,0.0,2.5
rextasi,0.0,2.5
rey,14.937236057436325,1.1832946624549385
reymar,0.0,2.5
reynaud,2.5,0.0
reynauld,0.0,2.5
reynold,1.518507538106327,9.290755056556467
rf,0.0,10.0
rfd,2.5,0.0
rfff,2.5,0.0
rfk,0.0,2.5
rg,3.321928094887363,3.321928094887363
rgen,3.321928094887363,3.321928094887363
rgin,0.0,2.5
rgv,27.5,0.0
rhamarevich,0.0,2.5
rhapsod,0.0,2.5
rhapsodi,0.0,2.5
rhea,0.0,7.5
rheember,0.0,2.5
rhein,0.0,2.5
rhetor,3.9173823267621817,2.8394367936337863
rhetorician,0.0,2.5
rhett,4.311291146316909,2.6094892646758554
rheumat,2.5,0.0
rhidian,0.0,5.0
rhine,0.0,2.5
rhino,3.321928094887363,3.321928094887363
rho,0.0,2.5
rhoda,5.678873587267573,2.095903274289385
rhode,1.1073093649624544,17.243773525740824
rhona,3.321928094887363,3.321928094887363
rhonda,1.285097208938469,12.62925313651334
rhubarb,2.51294159473206,4.507575551943847
rhyme,7.075680991593563,1.797583146976218
rhymer,2.5,0.0
rhys,6.261707715779571,1.9535700439406751
rhythm,2.3475901497877913,4.899079389427794
rhythmic,1.5541158449458503,8.930663799858587
rhythym,2.5,0.0
rhytmic,0.0,2.5
ri,3.798794064681797,2.9203673004336506
ria,8.003922779651097,1.6609640474436815
rib,2.3475901497877913,4.899079389427794
riba,3.321928094887363,3.321928094887363
ribald,2.5,0.0
ribaldari,0.0,2.5
ribbon,0.0,7.5
ribisi,8.003922779651097,1.6609640474436815
ric,3.719611071037446,2.978033117136071
rican,8.666005490155959,1.582220362690496
ricardo,2.5950375316654903,4.339356391946547
riccardo,3.321928094887363,3.321928094887363
ricci,3.9173823267621817,2.8394367936337863
rice,5.0,0.0
rich,2.675656734930068,4.18821390029267
richard,2.5859329521317846,4.357265936043907
richardson,1.1073093649624544,17.243773525740824
richen,0.0,2.5
richer,2.19330974196567,5.345117011325181
richest,2.6301168673979136,4.271985235273362
richi,9.547874667292193,1.4947531601505835
richmond,0.0,2.5
richmont,0.0,2.5
richtor,0.0,2.5
rick,4.632666901981757,2.456499157674053
rickabi,0.0,2.5
ricketi,0.0,2.5
ricki,2.378088276146154,4.820879934569079
rickman,1.285097208938469,12.62925313651334
rickshaw,2.095903274289385,5.678873587267573
rico,3.321928094887363,3.321928094887363
ricochet,4.507575551943847,2.51294159473206
rid,3.4017291669698793,3.244556005077779
ridb,0.0,2.5
ridcardo,2.5,0.0
ridden,4.507575551943847,2.51294159473206
riddick,0.0,45.0
riddl,5.765311591696986,2.0727532741877988
ride,2.7596571452356233,4.043739155872943
rideau,0.0,2.5
riden,0.0,2.5
rider,2.095903274289385,5.678873587267573
ridg,1.9124892893931982,6.4556962358128835
ridgement,0.0,5.0
ridgemont,2.020814299663648,5.970466943390806
ridici,2.5,0.0
ridicil,0.0,2.5
ridicu,2.5,0.0
ridicul,10.260381480697692,1.4351979435715396
ridin,2.5,0.0
ridley,6.14525046121494,1.9796101017878516
riducul,5.0,0.0
rie,0.0,5.0
riead,2.5,0.0
riedelsheim,0.0,2.5
riefenstahl,4.507575551943847,2.51294159473206
riegert,5.678873587267573,2.095903274289385
rieli,0.0,15.0
riemann,5.0,0.0
rien,0.0,10.0
rier,0.0,7.5
rietti,2.5,0.0
rif,10.318851158516171,1.4306765580733931
rife,6.8433137786230045,1.8380053935977752
riff,2.4097933153777453,4.742632390555292
riffl,5.678873587267573,2.095903274289385
rififi,0.0,22.5
rifkin,5.0,0.0
rifl,2.8836103946155047,3.851526570091436
rift,5.678873587267573,2.095903274289385
rig,2.717562737549928,4.1145820804822515
riga,0.0,2.5
rigbi,0.0,2.5
riget,1.4306765580733931,10.318851158516171
rigg,4.1145820804822515,2.717562737549928
riggi,0.0,2.5
righ,8.003922779651097,1.6609640474436815
right,3.238062390931878,3.408655137810592
righteous,3.321928094887363,3.321928094887363
rightest,0.0,2.5
rightio,2.5,0.0
righto,2.5,0.0
rightous,2.5,0.0
rightw,0.0,2.5
rigid,2.162639121587463,5.445306345465875
rigoletto,0.0,7.5
rigor,1.3506893502198491,11.474446170085354
rigsbi,8.003922779651097,1.6609640474436815
riiight,0.0,2.5
riiiight,5.0,0.0
riiiiiiight,2.5,0.0
riiiiiiiiight,2.5,0.0
riisa,0.0,2.5
rik,9.162168319362612,1.530895350152348
riker,1.4306765580733931,10.318851158516171
riki,0.0,5.0
rikiya,2.5,0.0
rikki,3.321928094887363,3.321928094887363
rile,1.8380053935977752,6.8433137786230045
riley,4.742632390555292,2.4097933153777453
rilli,10.0,0.0
rim,5.289431441108701,2.2109333391015227
rimi,0.0,2.5
rin,3.321928094887363,3.321928094887363
rinal,2.5,0.0
rinard,2.5,0.0
rinatro,0.0,2.5
ring,2.6767980774787876,4.186165670860539
ringer,0.0,2.5
ringl,5.0,0.0
ringo,2.095903274289385,5.678873587267573
ringsid,0.0,5.0
ringu,2.8394367936337863,3.9173823267621817
ringwald,2.0046487627882823,6.037705760684774
rink,3.321928094887363,3.321928094887363
rinki,3.321928094887363,3.321928094887363
rinkydink,2.5,0.0
rins,3.321928094887363,3.321928094887363
rio,2.717562737549928,4.1145820804822515
riordan,0.0,2.5
riot,2.095903274289385,5.678873587267573
riotous,1.3506893502198491,11.474446170085354
rip,7.803652491028938,1.6875345198845464
ripa,0.0,10.0
ripe,4.742632390555292,2.4097933153777453
ripen,3.321928094887363,3.321928094887363
ripley,17.5,0.0
ripner,0.0,2.5
ripoff,2.9203673004336506,3.798794064681797
rippa,0.0,2.5
ripper,5.678873587267573,2.095903274289385
rippi,2.095903274289385,5.678873587267573
rippin,0.0,2.5
rippl,3.321928094887363,3.321928094887363
rippner,0.0,2.5
riproar,2.5,0.0
ripsnort,0.0,2.5
ripstenian,0.0,2.5
riqu,0.0,2.5
risa,7.5,0.0
risdon,0.0,2.5
rise,3.2700281934754196,3.374909744452032
risen,2.095903274289385,5.678873587267573
riser,2.5,0.0
rishi,7.5,0.0
risibl,9.162168319362612,1.530895350152348
risk,3.182772880506923,3.469142062200114
riski,2.028745201894865,5.938086056808406
riskiest,0.0,2.5
risqu,2.1803695489250283,5.386869421779831
risto,0.0,2.5
rita,1.6352270201184476,8.208462023795448
ritalin,2.5,0.0
ritan,0.0,2.5
ritchi,3.5609161165707097,3.103476471903321
rite,1.285097208938469,12.62925313651334
rithmet,2.5,0.0
ritichi,2.5,0.0
ritika,0.0,2.5
ritson,2.5,0.0
ritt,0.0,7.5
ritter,1.7420653825330148,7.423983573584705
ritu,0.0,2.5
ritual,5.2483881859955295,2.2241983924999045
ritualist,2.4097933153777453,4.742632390555292
rituparno,0.0,2.5
ritz,5.0,0.0
ritzi,2.095903274289385,5.678873587267573
ritzig,2.5,0.0
riva,0.0,5.0
rival,2.4245674775953474,4.707183061822402
rivalis,0.0,2.5
rivalri,0.0,5.0
rive,0.0,2.5
riven,0.0,5.0
rivendal,2.5,0.0
river,3.9173823267621817,2.8394367936337863
rivera,2.5,0.0
riverb,0.0,2.5
riverd,0.0,5.0
riveria,2.5,0.0
riversid,0.0,12.5
rivet,1.2717052603224348,12.893120533047519
riveti,0.0,2.5
rivett,0.0,15.0
rivi,0.0,7.5
rivier,2.095903274289385,5.678873587267573
rivit,0.0,5.0
rivot,2.5,0.0
riya,2.5,0.0
riz,0.0,5.0
rize,5.0,0.0
rizla,2.5,0.0
rizzo,2.717562737549928,4.1145820804822515
rkarlen,0.0,7.5
rko,2.2109333391015227,5.289431441108701
rks,2.5,0.0
rl,3.321928094887363,3.321928094887363
rlc,2.5,0.0
rm,1.6609640474436815,8.003922779651097
rmember,2.5,0.0
rn,0.0,2.5
rner,0.0,2.5
ro,2.51294159473206,4.507575551943847
roach,2.095903274289385,5.678873587267573
road,4.899079389427794,2.3475901497877913
roadblock,2.5,0.0
roadhous,0.0,5.0
roadi,2.51294159473206,4.507575551943847
roadkil,0.0,5.0
roadshow,5.0,0.0
roadsid,2.785345075685467,4.0019613898255475
roadster,2.5,0.0
roadwarrior,0.0,2.5
roald,5.0,0.0
roam,3.750078366802555,2.9554817088731196
roamer,0.0,2.5
roar,3.899428087479004,2.8512954216888797
roark,5.0,0.0
roasli,2.5,0.0
roast,8.87277748726793,1.560115808209267
rob,3.086287322929551,3.581641902575556
robart,2.5,0.0
robb,2.5,0.0
robber,2.785345075685467,4.0019613898255475
robberi,3.321928094887363,3.321928094887363
robbert,2.5,0.0
robbi,2.813828723443679,3.9568651667890395
robbin,3.4216568893115022,3.2259642291848722
robe,2.51294159473206,4.507575551943847
rober,5.0,0.0
robert,2.5168967171068637,4.4991108442039005
roberta,1.4306765580733931,10.318851158516171
roberto,4.507575551943847,2.51294159473206
robertson,2.305977577770878,5.010714036395447
robeson,7.5,0.0
robespierr,0.8977117175026231,28.766956540068726
robi,5.678873587267573,2.095903274289385
robicheaux,17.5,0.0
robideaux,2.5,0.0
robim,0.0,2.5
robin,3.059257953394775,3.6148643068916315
robinson,2.095903274289385,5.678873587267573
robl,2.5,0.0
robo,15.0,0.0
robocop,4.638223219251579,2.45407609740746
robot,4.691255120337647,2.431291872628306
robotech,5.678873587267573,2.095903274289385
robotron,2.5,0.0
robowar,2.5,0.0
robson,1.5702972679322118,8.776290847640777
robspier,0.0,2.5
robust,1.5150322905906413,9.32749074815061
robutt,0.0,2.5
robyn,2.095903274289385,5.678873587267573
roc,0.0,7.5
rocchi,0.0,2.5
roch,8.003922779651097,1.6609640474436815
rochell,3.321928094887363,3.321928094887363
rochest,2.8394367936337863,3.9173823267621817
rochon,8.003922779651097,1.6609640474436815
rocicant,0.0,2.5
rock,2.434606282288825,4.683451222360424
rockabilli,8.003922779651097,1.6609640474436815
rockefel,0.0,2.5
rocket,4.959201553180262,2.3249072152756316
rocketship,3.321928094887363,3.321928094887363
rockford,0.0,5.0
rocki,2.8066308448343493,3.9681418891013567
rockin,4.271985235273362,2.6301168673979136
rockn,0.9792503710240241,23.00664991191393
rocko,3.321928094887363,3.321928094887363
rockstar,0.0,5.0
rockula,5.0,0.0
rockumentari,0.0,7.5
rockwel,0.8977117175026231,28.766956540068726
rococo,2.5,0.0
rocsi,0.0,2.5
rod,5.46655148495058,2.156300320761462
rodanth,0.0,2.5
roday,0.0,2.5
roddam,0.0,2.5
roddenberri,2.2363458328106818,5.211440485380426
roddi,4.742632390555292,2.4097933153777453
rode,1.7247814630066518,7.540024413314111
roden,2.5,0.0
rodenberri,0.0,2.5
rodent,5.0,0.0
rodentz,2.5,0.0
rodeo,3.321928094887363,3.321928094887363
roderick,2.5,0.0
rodman,0.0,5.0
rodney,11.474446170085354,1.3506893502198491
rodolfo,0.0,2.5
rodrigez,0.0,2.5
rodrigo,10.0,0.0
rodrigu,2.095903274289385,5.678873587267573
rodriguez,5.678873587267573,2.095903274289385
roebuck,0.0,12.5
roedel,3.321928094887363,3.321928094887363
roeg,1.8380053935977752,6.8433137786230045
roeh,2.5,0.0
roemenian,0.0,2.5
roeper,2.095903274289385,5.678873587267573
rog,0.0,2.5
rogan,5.0,0.0
rogen,0.0,5.0
roger,3.937807287105585,2.8261097329960503
rogu,5.678873587267573,2.095903274289385
roguish,2.3475901497877913,4.899079389427794
roh,2.5,0.0
rohan,0.0,2.5
rohinton,0.0,2.5
rohm,1.6609640474436815,8.003922779651097
rohmer,10.318851158516171,1.4306765580733931
rohrschach,0.0,2.5
roi,2.5,0.0
roil,0.0,7.5
roister,0.0,2.5
rojo,3.321928094887363,3.321928094887363
rokkuchan,0.0,2.5
rol,2.5,0.0
rolaid,5.0,0.0
