,negative,neutral,positive
interfer,0.0,4.1145820804822515,2.717562737549928
interior,0.0,0.0,10.0
interlock,0.0,0.0,2.5
intermedi,0.0,0.0,10.0
intermit,0.0,0.0,2.5
intermitt,0.0,4.742632390555292,2.4097933153777453
intern,0.0,0.0,27.5
internet,0.0,10.0,0.0
interpret,0.0,0.0,2.5
intim,0.0,0.0,5.0
intimid,0.0,0.0,5.0
inton,0.0,5.678873587267573,2.095903274289385
intrigu,0.0,10.318851158516171,1.4306765580733931
intrins,0.0,0.0,2.5
intro,0.0,10.0,0.0
introduc,0.0,0.0,30.0
intrus,0.0,0.0,2.5
intuit,0.0,10.318851158516171,1.4306765580733931
invalu,0.0,0.0,5.0
invari,0.0,0.0,2.5
invas,0.0,10.318851158516171,1.4306765580733931
invent,0.0,0.0,2.5
invest,0.0,1.530895350152348,9.162168319362612
investig,0.0,10.318851158516171,1.4306765580733931
invis,0.0,0.0,7.5
invit,0.0,0.0,2.5
invok,0.0,0.0,2.5
involv,0.0,2.51294159473206,4.507575551943847
ipa,0.0,0.0,2.5
ipad,0.0,0.0,2.5
ipod,0.0,0.0,2.5
irish,0.0,0.0,5.0
irrate,0.0,0.0,2.5
irrelev,0.0,0.0,2.5
irrespons,0.0,0.0,2.5
irrit,0.0,0.0,2.5
is,1.4929819814128658,1.684473452715487,3.6400118627489584
ish,0.0,0.0,30.0
isnt,0.0,0.0,10.0
isol,1.5913711273047662,1.5913711273047662,3.6204807592266683
itali,0.0,0.0,2.5
itdoesnt,0.0,0.0,2.5
itthes,0.0,0.0,2.5
iv,0.0,0.0,2.5
ive,0.0,1.2301433994512887,13.783470770180712
ivori,0.0,0.0,2.5
iwa,0.0,0.0,2.5
jack,0.0,4.1145820804822515,2.717562737549928
jackson,0.0,0.0,2.5
jag,0.0,0.0,2.5
jam,1.4777736715355747,1.4777736715355747,4.212993519393615
jamb,0.0,0.0,2.5
jang,0.0,10.0,0.0
japanes,10.0,0.0,0.0
jar,0.0,0.0,2.5
jasmin,0.0,0.0,2.5
jay,0.0,0.0,5.0
jazz,0.0,0.0,5.0
jazzi,0.0,0.0,2.5
jc,0.0,0.0,2.5
jelli,19.549378059091087,0.0,1.0479516371446924
jensen,0.0,0.0,2.5
jerk,0.0,0.0,2.5
jerri,10.0,0.0,0.0
jet,10.318851158516171,0.0,1.4306765580733931
jf,0.0,10.0,0.0
jiggl,3.321928094887363,3.321928094887363,0.0
jim,7.230516925979993,0.0,1.7721967586109773
jimi,0.0,0.0,2.5
jimmi,0.0,0.0,2.5
john,0.0,0.0,7.5
join,0.0,0.0,2.5
joint,0.0,4.1145820804822515,2.717562737549928
joke,0.0,28.766956540068726,0.8977117175026231
jostl,0.0,0.0,2.5
joyo,10.318851158516171,0.0,1.4306765580733931
jp,0.0,0.0,2.5
jr,0.0,0.0,12.5
judg,0.0,0.0,12.5
judgment,0.0,0.0,2.5
judici,0.0,0.0,2.5
jumbl,0.0,0.0,2.5
jumbo,6.4556962358128835,1.142777130968,1.285097208938469
jump,5.678873587267573,0.0,2.095903274289385
jumpi,0.0,0.0,2.5
june,0.0,0.0,2.5
junior,0.0,0.0,5.0
jusi,0.0,0.0,2.5
just,1.8077399720410487,1.5397809170916068,3.2844077584303872
justadd,0.0,0.0,2.5
justic,0.0,0.0,7.5
justifi,0.0,3.321928094887363,3.321928094887363
karaok,0.0,0.0,7.5
kardashian,10.0,0.0,0.0
kazoo,0.0,0.0,2.5
kbps,0.0,0.0,2.5
kc,0.0,0.0,2.5
keeli,0.0,10.0,0.0
keen,0.0,0.0,2.5
keep,1.6809768851992013,1.4835179146385131,3.6707114296158285
keeper,0.0,5.678873587267573,2.095903274289385
kendal,0.0,0.0,2.5
kept,1.9124892893931982,1.4306765580733931,3.321928094887363
ketrd,0.0,0.0,2.5
kettner,0.0,10.0,0.0
key,2.095903274289385,1.285097208938469,3.321928094887363
keyboard,0.0,0.0,17.5
keyboardist,0.0,0.0,2.5
keyser,0.0,0.0,2.5
khjghjjh,0.0,0.0,2.5
khz,10.0,0.0,0.0
kick,2.8394367936337863,1.0479516371446924,2.8394367936337863
kickin,0.0,0.0,7.5
kid,2.51294159473206,1.4306765580733931,2.51294159473206
kidalso,0.0,0.0,2.5
kiddi,0.0,0.0,2.5
kill,5.345117011325181,1.0,1.6609640474436815
killer,0.0,10.318851158516171,1.4306765580733931
kind,0.0,10.0,0.0
kinda,2.426121873004559,1.6998947737393464,2.2223752763380724
king,0.0,0.0,10.0
kiss,0.0,0.0,2.5
kit,0.0,0.0,7.5
klutz,0.0,0.0,2.5
kmc,0.0,0.0,10.0
knee,0.0,0.0,2.5
knew,2.584349121341731,1.453541992508055,2.4097933153777453
knob,0.0,2.7466359508287996,4.065331018606768
knock,0.0,1.4777736715355747,9.740670059931523
knockoff,0.0,0.0,2.5
know,1.2027951578608818,2.0000634512963034,3.6958721288558376
knowledg,0.0,0.0,2.5
known,0.0,1.5913711273047662,8.58328067894192
knownto,0.0,0.0,2.5
kodak,0.0,0.0,2.5
kool,0.0,0.0,2.5
korg,0.0,0.0,7.5
korn,0.0,0.0,2.5
kurzweil,0.0,0.0,2.5
kyser,0.0,1.8380053935977752,6.8433137786230045
lab,0.0,0.0,2.5
label,0.0,0.0,10.0
labella,0.0,0.0,2.5
lack,1.6609640474436815,3.321928094887363,1.6609640474436815
lacquer,0.0,0.0,2.5
ladi,20.0,0.0,0.0
lager,0.0,0.0,2.5
laguna,0.0,0.0,12.5
laid,0.0,0.0,2.5
lamin,0.0,0.0,5.0
land,0.0,0.0,2.5
lap,0.0,0.0,5.0
lapel,0.0,0.0,2.5
laptop,0.0,0.0,27.5
larg,0.9345463662610467,3.221960657862116,2.694924841719899
larger,0.8169835779016372,1.3388788684708406,8.438489100944624
largest,0.0,0.0,5.0
las,0.0,0.0,2.5
laser,0.0,10.0,0.0
laskin,0.0,10.0,0.0
last,1.7258734986378705,1.368579890349037,3.8597879335721847
lat,0.0,0.0,2.5
latch,0.0,0.0,17.5
late,1.530895350152348,1.530895350152348,3.9173823267621817
latenc,0.0,0.0,2.5
later,2.705580782335366,1.3417955476695465,2.4671744761589776
latest,0.0,0.0,17.5
latter,0.0,0.0,5.0
laugh,0.0,10.318851158516171,1.4306765580733931
lavali,0.0,0.0,2.5
lax,10.0,0.0,0.0
lay,4.507575551943847,0.0,2.51294159473206
layer,0.0,3.321928094887363,3.321928094887363
lazi,0.0,2.8394367936337863,3.9173823267621817
lb,0.0,0.0,2.5
lbs,0.0,0.0,12.5
lc,0.0,0.0,2.5
lcd,0.0,10.0,0.0
ldc,0.0,10.0,0.0
lead,1.054665015586952,4.012867542423307,2.0427735841867816
leak,0.0,4.742632390555292,2.4097933153777453
lean,2.51294159473206,1.9124892893931982,1.9124892893931982
leap,0.0,10.318851158516171,1.4306765580733931
leari,0.0,0.0,2.5
learn,1.1289419606461313,2.049830896682078,3.7903150884415497
least,0.8977117175026231,1.8192670213190272,5.1780042962968205
leather,0.0,2.095903274289385,5.678873587267573
leatherman,0.0,0.0,2.5
leav,2.5631182987721144,1.3471056341840237,2.5950375316654903
led,0.0,2.9203673004336506,3.798794064681797
lee,0.0,0.0,10.0
leeri,0.0,0.0,5.0
left,1.4419462865621575,2.5479192721107116,2.46144516924528
lefti,0.0,0.0,2.5
leftov,0.0,10.0,0.0
leg,2.2761793375349226,0.0,5.094382474196232
legal,0.0,0.0,2.5
legendari,0.0,0.0,7.5
legit,0.0,0.0,5.0
lemon,0.0,0.0,25.0
lend,0.0,0.0,5.0
length,0.0,0.0,7.5
lengthi,10.318851158516171,0.0,1.4306765580733931
leo,0.0,0.0,2.5
les,1.8902196207769162,1.054665015586952,4.38579066710321
lesli,0.0,0.0,7.5
less,1.5469316961845405,1.6134529492945238,3.67341250185287
lesser,3.662986595046085,1.7420653825330148,1.4306765580733931
lest,10.318851158516171,0.0,1.4306765580733931
let,2.314585070898369,1.3755182252363891,2.8257982712132343
letter,0.0,0.0,2.5
level,0.0,3.321928094887363,3.321928094887363
lever,0.0,0.0,2.5
leverag,10.0,0.0,0.0
levi,0.0,0.0,7.5
lexan,0.0,0.0,2.5
lexicon,0.0,0.0,2.5
liabl,0.0,0.0,2.5
liber,0.0,0.0,2.5
lick,0.0,0.0,2.5
lid,0.0,0.0,7.5
lie,1.388581658628238,4.1145820804822515,1.6044944060210176
lifelong,0.0,0.0,2.5
lifespan,0.0,0.0,2.5
lifetim,0.0,0.0,17.5
lift,4.507575551943847,1.142777130968,1.7420653825330148
light,1.4001484727943654,1.4614610937228045,4.507575551943847
lighten,0.0,0.0,5.0
lighter,1.2301433994512887,1.2301433994512887,6.261707715779571
lightest,0.0,0.0,2.5
lightn,0.0,0.0,5.0
lightweight,0.0,1.7420653825330148,7.423983573584705
liitl,0.0,0.0,2.5
like,1.317790269121589,1.8232299665218215,3.7699326800959287
likeabl,10.0,0.0,0.0
likewis,0.0,10.0,0.0
likey,0.0,0.0,2.5
lil,0.0,0.0,5.0
lilbrass,0.0,0.0,2.5
limborg,105.0,0.0,0.0
limit,2.813828723443679,1.5913711273047662,2.0404572398529077
limp,0.0,0.0,5.0
line,0.0,2.2761793375349226,5.094382474196232
linger,0.0,0.0,2.5
link,0.0,0.0,7.5
linse,0.0,0.0,2.5
lint,0.0,0.0,2.5
linti,0.0,0.0,2.5
linux,0.0,0.0,2.5
liquidth,0.0,0.0,2.5
liquifi,0.0,0.0,2.5
list,1.7420653825330148,0.0,7.423983573584705
listen,1.0759410770890674,0.0,18.396670446668015
lit,0.0,5.678873587267573,2.095903274289385
lite,25.31098257513334,0.0,0.9427755595944493
liter,1.453541992508055,1.9535700439406751,3.2019364689443974
litl,0.0,0.0,2.5
litll,0.0,10.0,0.0
litt,0.0,0.0,5.0
litter,0.0,0.0,5.0
littl,1.0790967840433532,1.7539132924663376,4.6980523312523985
live,0.0,1.2019572247989214,14.456548527850657
liveabl,0.0,0.0,2.5
liven,0.0,0.0,7.5
lj,0.0,0.0,2.5
ljaymus,0.0,0.0,2.5
ll,20.0,0.0,0.0
llnever,0.0,0.0,2.5
lo,0.0,0.0,10.0
load,0.0,1.8380053935977752,6.8433137786230045
local,1.305624850998588,0.8044806038373891,8.87277748726793
locat,0.0,0.0,17.5
locationgood,0.0,0.0,2.5
lock,1.8885408704555486,1.2525761789512186,3.798794064681797
lockabl,0.0,0.0,2.5
locktit,0.0,0.0,2.5
logic,0.0,5.678873587267573,2.095903274289385
logo,0.0,10.318851158516171,1.4306765580733931
lok,10.318851158516171,0.0,1.4306765580733931
loke,0.0,0.0,2.5
lol,0.0,0.0,7.5
lone,0.0,0.0,2.5
lonesom,0.0,0.0,2.5
long,1.2837567440371696,1.4389938005516203,5.0141126778306475
longer,2.028745201894865,1.3676996356756745,3.254372017555789
longest,0.0,0.0,17.5
loo,10.0,0.0,0.0
look,1.7122571957280586,1.42126529550598,3.7539517051814726
lookin,10.0,0.0,0.0
loooong,0.0,0.0,2.5
loooov,0.0,0.0,2.5
loop,0.0,1.9535700439406751,6.261707715779571
loos,2.0793728050760083,1.469536655087143,2.9724574698919537
loosen,0.0,0.0,57.5
looser,0.0,0.0,7.5
lose,4.634694238542765,1.2058307616113493,1.6294501010641143
loss,20.0,0.0,0.0
lost,3.1988548794190264,0.7820114830995407,2.9696012498028357
lot,1.0991144362269876,1.0991144362269876,8.148811867318857
lotclean,0.0,0.0,2.5
lotus,0.0,0.0,2.5
loud,0.8815726112559578,2.0784662703900136,4.454082260929736
louder,0.0,1.3506893502198491,11.474446170085354
loudest,0.0,0.0,2.5
lousi,0.0,0.0,2.5
love,1.0674558902229336,1.314551718974663,6.746451063460486
low,1.7907469420906459,1.3143257433883782,3.8531142266067717
lower,2.1650584806701603,1.6044944060210176,2.6301168673979136
lowest,0.0,2.8394367936337863,3.9173823267621817
loyal,0.0,4.1145820804822515,2.717562737549928
lp,0.0,1.388581658628238,10.896762903258734
ltd,0.0,0.0,7.5
lube,0.0,0.0,17.5
lubric,3.662986595046085,0.0,3.0212099296053805
luck,0.0,0.0,2.5
lucki,2.2761793375349226,2.2761793375349226,1.7721967586109773
luckili,0.0,5.678873587267573,2.095903274289385
lug,0.0,0.0,7.5
lukewarm,0.0,0.0,2.5
lulz,0.0,0.0,2.5
lumen,0.0,0.0,2.5
luna,0.0,0.0,2.5
lush,0.0,0.0,5.0
lust,0.0,0.0,2.5
lustrous,0.0,0.0,2.5
luthier,0.0,0.0,7.5
ma,0.0,0.0,7.5
mac,10.318851158516171,0.0,1.4306765580733931
machin,0.0,0.0,2.5
machineus,0.0,0.0,2.5
made,1.4334001736611348,1.6960539113879036,3.7606720457182976
magic,0.0,3.321928094887363,3.321928094887363
magnet,0.0,0.0,7.5
magnifi,5.678873587267573,0.0,2.095903274289385
mah,0.0,0.0,2.5
mahogani,0.0,10.0,0.0
mail,20.0,0.0,0.0
main,1.722896060457201,1.722896060457201,3.0882573566352085
maintain,0.0,1.2058307616113493,14.360403123650746
mainten,0.0,0.0,2.5
major,1.7420653825330148,0.0,7.423983573584705
make,1.2729934887180618,1.8805035577302815,3.7619912391331307
male,0.0,0.0,20.0
malfunct,0.0,0.0,7.5
mallow,0.0,0.0,2.5
manag,1.4777736715355747,1.4777736715355747,4.212993519393615
mandatori,0.0,0.0,2.5
mando,0.0,0.0,5.0
mandolin,0.0,5.678873587267573,2.095903274289385
maneuv,0.0,0.0,5.0
mangan,0.0,0.0,5.0
manhandl,0.0,10.0,0.0
manhattan,0.0,0.0,2.5
mani,1.5886833005534187,1.325572879010549,4.353385825664252
manipul,0.0,0.0,12.5
manual,3.0303609597915364,1.6998947737393464,1.7795406520588781
manufactu,0.0,0.0,2.5
manufactur,1.388581658628238,2.3858985318574284,2.717562737549928
map,0.0,0.0,2.5
mapl,0.0,0.0,7.5
mar,0.0,0.0,25.0
mare,0.0,0.0,2.5
margin,0.0,0.0,5.0
mariachi,0.0,0.0,2.5
mark,0.0,2.095903274289385,5.678873587267573
market,0.0,0.0,7.5
marr,52.5,0.0,0.0
marri,0.0,0.0,5.0
marshal,1.7420653825330148,1.7420653825330148,3.0212099296053805
martin,0.0,2.1803695489250283,5.386869421779831
marvel,0.0,0.0,10.0
mash,0.0,0.0,5.0
mask,0.0,0.0,5.0
massiv,0.0,0.0,5.0
master,0.0,0.0,10.0
match,0.0,1.9862938042850946,6.116128207694194
matchstick,0.0,0.0,2.5
mate,0.0,7.230516925979993,1.7721967586109773
materi,0.0,2.8394367936337863,3.9173823267621817
matic,0.0,10.318851158516171,1.4306765580733931
matt,0.0,0.0,7.5
matter,0.0,3.321928094887363,3.321928094887363
max,0.0,7.230516925979993,1.7721967586109773
maxim,0.0,0.0,5.0
maximum,0.0,10.318851158516171,1.4306765580733931
mayb,1.6185046655009534,2.2363458328106818,2.5252173960679856
mayer,0.0,0.0,2.5
mccarti,0.0,0.0,2.5
mccoy,0.0,0.0,2.5
mcyntir,0.0,0.0,2.5
mean,1.85098517483335,1.8208048232535439,2.723860018473981
meant,3.662986595046085,0.0,3.0212099296053805
meanwhil,21.854345326782823,0.0,1.0
measur,3.054750901711627,0.0,3.6204807592266683
meat,0.0,0.0,2.5
meati,0.0,0.0,2.5
mecan,0.0,10.0,0.0
mechan,2.2761793375349226,2.2761793375349226,1.7721967586109773
mechnic,0.0,0.0,2.5
med,19.549378059091087,0.0,1.0479516371446924
medal,0.0,0.0,2.5
mediocr,0.0,19.549378059091087,1.0479516371446924
medium,0.0,3.321928094887363,3.321928094887363
meet,1.7420653825330148,1.7420653825330148,3.0212099296053805
mega,0.0,0.0,2.5
megadeth,0.0,0.0,2.5
mello,0.0,0.0,2.5
mellow,1.8041188445325964,1.3691531760701179,3.6799798337541683
melt,0.0,0.0,2.5
memori,0.0,0.0,2.5
memphi,0.0,0.0,2.5
mention,1.874053799587728,0.9893899157238004,4.654543330363308
mere,0.0,0.0,10.0
merg,0.0,0.0,2.5
mesa,0.0,5.678873587267573,2.095903274289385
mesh,10.0,0.0,0.0
mess,1.3003768072916322,2.1368531565773794,3.221960657862116
messi,0.0,0.0,5.0
messin,0.0,0.0,5.0
met,0.0,2.8394367936337863,3.9173823267621817
metal,2.9111825913573606,1.5372237770753563,2.037396276646588
metalhead,0.0,0.0,2.5
metallica,0.0,0.0,2.5
metallicperfect,0.0,0.0,2.5
meter,0.0,0.0,2.5
metric,0.0,0.0,2.5
metronom,0.0,0.0,7.5
mexican,65.61694189269366,0.0,0.6838083759938891
mexico,0.0,0.0,2.5
mg,0.0,0.0,2.5
mh,0.0,10.0,0.0
mic,1.420150913881257,1.1808912610498885,5.543112806189729
mice,0.0,0.0,5.0
micro,0.0,3.321928094887363,3.321928094887363
microfib,42.58745019433658,0.0,0.7820114830995407
micron,0.0,0.0,2.5
microphon,0.0,2.2761793375349226,5.094382474196232
microphonecolor,0.0,0.0,2.5
microwav,0.0,0.0,2.5
mid,2.85813452201481,1.686577808666188,1.9012497631669583
middl,0.0,0.0,22.5
midi,0.0,0.0,30.0
midrang,0.0,10.0,0.0
midwest,0.0,0.0,2.5
mike,0.0,0.0,10.0
mild,0.0,0.0,7.5
militari,0.0,10.318851158516171,1.4306765580733931
mim,0.0,0.0,2.5
mimim,0.0,0.0,2.5
min,0.0,0.0,2.5
mind,1.0911623018071637,2.2761793375349226,3.471438514848139
mine,1.560115808209267,2.1510612984733104,2.717562737549928
miner,0.0,5.678873587267573,2.095903274289385
mini,4.0019613898255475,1.6609640474436815,1.3755182252363891
minim,1.0911623018071637,2.2761793375349226,3.471438514848139
minimalist,0.0,0.0,2.5
minimum,0.0,0.0,12.5
miniscul,0.0,0.0,2.5
minor,0.0,1.5913711273047662,8.58328067894192
minus,0.0,0.0,5.0
minut,0.0,0.0,2.5
miracl,0.0,10.0,0.0
mirrorglaz,0.0,0.0,2.5
mis,0.0,0.0,2.5
misc,0.0,0.0,2.5
miscellan,0.0,0.0,2.5
miser,10.318851158516171,0.0,1.4306765580733931
miserlou,0.0,0.0,2.5
misl,0.0,0.0,2.5
mislead,0.0,5.678873587267573,2.095903274289385
mismark,20.0,0.0,0.0
misplac,0.0,0.0,5.0
miss,3.0010682689456636,1.6044944060210176,1.8999152124064826
mistak,0.0,0.0,10.0
mistaken,0.0,0.0,5.0
mistreat,0.0,0.0,2.5
mix,0.0,1.0227839387232256,20.701928028661634
mixer,1.4306765580733931,1.4306765580733931,4.507575551943847
mm,2.020814299663648,1.25647079736603,3.5211682165513474
mo,10.318851158516171,0.0,1.4306765580733931
mobil,0.0,1.8380053935977752,6.8433137786230045
mod,0.0,0.0,37.5
mode,10.0,0.0,0.0
model,0.0,1.8380053935977752,6.8433137786230045
moder,0.0,0.0,25.0
modern,0.0,0.0,32.5
modest,0.0,2.8394367936337863,3.9173823267621817
modifi,1.011117626881546,4.742632390555292,1.8192670213190272
modual,0.0,0.0,2.5
modul,0.0,0.0,7.5
moduleplay,0.0,0.0,2.5
mogami,0.0,0.0,2.5
moist,0.0,5.678873587267573,2.095903274289385
moistur,0.0,0.0,2.5
mold,0.0,2.2761793375349226,5.094382474196232
momentari,0.0,0.0,17.5
momentarili,10.0,0.0,0.0
mon,0.0,0.0,2.5
monitor,0.0,0.0,22.5
monkey,0.0,0.0,2.5
mono,0.0,2.8394367936337863,3.9173823267621817
monster,0.0,0.0,10.0
mont,0.0,10.0,0.0
month,0.0,0.0,5.0
moor,0.0,10.0,0.0
moot,0.0,10.318851158516171,1.4306765580733931
more,1.6592423156719913,1.7032041157624267,3.2428040979130603
morello,0.0,0.0,5.0
morley,0.0,0.0,2.5
mortal,0.0,0.0,2.5
mortifi,0.0,0.0,2.5
most,0.939307617258957,1.9595288771311135,4.582420214836878
motley,0.0,10.0,0.0
motown,0.0,0.0,2.5
mount,2.6094892646758554,0.861053514541099,3.492757467184183
mouth,0.0,0.0,10.0
move,1.4977774293482378,2.1138016843847653,2.872386692848983
mp,0.0,0.0,5.0
mr,0.0,0.0,2.5
ms,0.0,0.0,2.5
mucch,0.0,0.0,2.5
much,1.523367959848903,1.7185456088499094,3.4957875078006864
muck,0.0,0.0,2.5
mud,0.0,0.0,2.5
muddi,4.065331018606768,0.0,2.7466359508287996
muddier,10.0,0.0,0.0
muddl,0.0,0.0,2.5
muff,0.0,10.0,0.0
muffl,6.4556962358128835,0.0,1.9124892893931982
multi,1.3506893502198491,1.3506893502198491,5.094382474196232
multifunct,0.0,0.0,2.5
multipl,1.285097208938469,1.6609640474436815,4.271985235273362
multipurpos,0.0,0.0,2.5
muscl,0.0,0.0,2.5
mushi,0.0,4.1145820804822515,2.717562737549928
musian,0.0,0.0,2.5
music,0.0,2.2109333391015227,5.289431441108701
musican,0.0,0.0,5.0
musician,0.0,3.447864361092018,3.2019364689443974
mute,2.3475901497877913,1.1073093649624544,3.321928094887363
mxl,0.0,0.0,15.0
mxr,4.1145820804822515,1.8380053935977752,1.1832946624549385
myself,0.0,0.0,7.5
mystic,52.5,0.0,0.0
na,0.0,0.0,12.5
nadi,3.321928094887363,0.0,3.321928094887363
nail,0.0,3.321928094887363,3.321928094887363
nake,0.0,0.0,5.0
name,0.0,2.8394367936337863,3.9173823267621817
namm,0.0,0.0,2.5
nandi,0.0,0.0,2.5
nanoweb,0.0,1.5913711273047662,8.58328067894192
nap,0.0,10.0,0.0
narrow,1.285097208938469,2.095903274289385,3.321928094887363
nasal,0.0,5.678873587267573,2.095903274289385
nasti,1.388581658628238,2.3858985318574284,2.717562737549928
nastiest,0.0,0.0,2.5
nation,1.3506893502198491,3.798794064681797,1.7721967586109773
nato,0.0,10.0,0.0
natur,2.3475901497877913,0.744921859773347,4.220967727171002
naught,0.0,0.0,2.5
nd,0.0,0.0,35.0
near,2.1803695489250283,1.9356220019364556,2.1803695489250283
nearbi,0.0,4.1145820804822515,2.717562737549928
nearer,0.0,0.0,2.5
nearest,0.0,0.0,2.5
neat,1.530895350152348,1.530895350152348,3.9173823267621817
neatest,0.0,0.0,2.5
neatether,0.0,0.0,2.5
neccess,0.0,0.0,2.5
neccessarili,0.0,0.0,2.5
necessari,0.0,1.142777130968,16.09064652879228
necessarili,0.0,1.9535700439406751,6.261707715779571
neck,0.0,0.0,12.5
need,1.3812392512205993,1.4021107082530033,4.778752771170251
needl,43.73901584376949,0.0,0.775173000159905
needless,0.0,0.0,10.0
negat,0.0,1.453541992508055,10.029797204340529
neglect,0.0,0.0,7.5
neglig,0.0,0.0,10.0
negoti,0.0,0.0,5.0
nehh,0.0,0.0,2.5
neighbour,0.0,0.0,2.5
neither,0.0,0.0,2.5
neo,0.0,10.0,0.0
neon,0.0,0.0,2.5
neotech,0.0,0.0,2.5
nervous,0.0,4.1145820804822515,2.717562737549928
nest,0.0,0.0,2.5
net,0.0,3.321928094887363,3.321928094887363
network,0.0,0.0,2.5
neumann,0.0,0.0,2.5
neuter,0.0,0.0,2.5
neutrik,0.0,0.0,5.0
neve,0.0,0.0,2.5
never,1.242823059865751,1.3202353861166645,5.715061220174736
neverhad,0.0,0.0,2.5
nevertheless,0.0,10.318851158516171,1.4306765580733931
new,1.6396945307322357,1.2496854055601645,4.449885516747629
newbi,0.0,0.0,5.0
newborn,0.0,0.0,5.0
newer,2.978033117136071,1.2301433994512887,2.4097933153777453
newest,0.0,0.0,2.5
newmahalo,0.0,0.0,2.5
nex,0.0,0.0,2.5
next,1.0073529093825273,1.7645023553527024,4.9346093310090575
nice,1.148747083397122,1.2025076089188942,6.947376303226684
nicer,4.86900821604875,1.316364786255445,1.4435825108777784
nicest,0.0,0.0,12.5
nick,0.0,2.51294159473206,4.507575551943847
nickel,0.0,2.51294159473206,4.507575551943847
nickweissmus,0.0,0.0,2.5
niec,0.0,0.0,2.5
nifti,0.0,5.678873587267573,2.095903274289385
night,0.0,0.0,2.5
nikon,45.0,0.0,0.0
nineti,0.0,0.0,2.5
nitpick,0.0,0.0,2.5
nitpicki,0.0,0.0,2.5
nitro,0.0,0.0,5.0
nitrocellulos,0.0,0.0,7.5
no,1.2430386895061838,1.2430386895061838,6.116128207694194
nois,1.686577808666188,1.3003768072916322,4.15396084664042
noiseless,0.0,5.678873587267573,2.095903274289385
noiseno,0.0,0.0,2.5
noisey,0.0,0.0,7.5
noisi,2.79711398107686,2.142906945354647,1.518507538106327
non,1.4021107082530033,1.4021107082530033,4.703489817566015
none,3.321928094887363,3.321928094887363,0.0
noneif,0.0,0.0,2.5
nonetheless,0.0,0.0,2.5
nonpad,0.0,0.0,2.5
nonsens,0.0,10.0,0.0
noooooooo,20.0,0.0,0.0
nope,0.0,0.0,2.5
normal,1.4900000646627556,2.2109333391015227,2.7571991406950556
normalci,0.0,0.0,2.5
north,0.0,5.678873587267573,2.095903274289385
northern,0.0,0.0,5.0
nose,8.293666715508758,0.0,1.6248961310502152
nostalg,0.0,0.0,2.5
not,1.9004330003764947,1.6896294877809654,2.8543632355560713
notabl,0.0,4.1145820804822515,2.717562737549928
notch,0.0,2.8394367936337863,3.9173823267621817
note,1.3274436135281011,2.2109333391015227,3.054750901711627
notepad,20.0,0.0,0.0
notic,1.0859900449548405,2.743361897479608,2.8676138590088147
noticablec,10.0,0.0,0.0
noton,0.0,0.0,2.5
notori,0.0,5.678873587267573,2.095903274289385
notwithstand,0.0,0.0,2.5
nouveau,0.0,10.0,0.0
nov,0.0,0.0,2.5
novelti,0.0,0.0,2.5
novic,0.0,0.0,15.0
now,1.8669607104725283,1.3667337598464593,3.5543762064313067
nowher,10.318851158516171,0.0,1.4306765580733931
nozzl,0.0,0.0,2.5
npr,0.0,0.0,5.0
ns,49.496653463438726,0.0,0.744921859773347
nt,0.0,0.0,7.5
nuclear,0.0,10.318851158516171,1.4306765580733931
nudg,0.0,0.0,2.5
nuff,0.0,0.0,2.5
nuisanc,0.0,10.0,0.0
number,0.0,10.0,0.0
numer,2.3858985318574284,1.388581658628238,2.717562737549928
nut,0.0,3.798794064681797,2.9203673004336506
nx,0.0,0.0,7.5
ny,0.0,0.0,7.5
nyc,3.321928094887363,3.321928094887363,0.0
nylon,3.647533720758872,0.0,3.0332887321258277
nylong,0.0,0.0,2.5
oasi,0.0,0.0,2.5
object,0.0,0.0,2.5
objection,0.0,0.0,2.5
obnoxi,0.0,0.0,5.0
obsess,0.0,0.0,2.5
obtain,0.0,3.321928094887363,3.321928094887363
obtrus,0.0,0.0,5.0
obvious,3.9173823267621817,0.7966397701969123,2.437986966796919
obvous,0.0,0.0,2.5
occasion,0.0,3.410587015577041,3.236257210004933
occassion,0.0,0.0,2.5
occupi,0.0,0.0,2.5
occur,2.51294159473206,1.4306765580733931,2.51294159473206
ocean,0.0,0.0,2.5
octav,0.0,10.318851158516171,1.4306765580733931
octiv,0.0,0.0,2.5
od,0.0,0.0,7.5
odd,1.6609640474436815,1.6609640474436815,3.321928094887363
oddbal,0.0,0.0,5.0
odf,0.0,0.0,2.5
odor,0.0,0.0,2.5
oem,0.0,0.0,2.5
off,0.0,3.054750901711627,3.6204807592266683
offend,0.0,5.678873587267573,2.095903274289385
offens,5.678873587267573,0.0,2.095903274289385
offer,1.6044944060210176,1.1832946624549385,4.801322650839046
offici,10.318851158516171,0.0,1.4306765580733931
offset,0.0,0.0,7.5
offth,0.0,0.0,2.5
ofsleek,0.0,0.0,2.5
often,0.90807437201212,1.602281310001517,6.043308169777961
oh,0.0,4.1145820804822515,2.717562737549928
ohhh,0.0,0.0,2.5
ohhhh,0.0,10.0,0.0
ohm,0.0,0.0,5.0
oil,0.0,0.0,10.0
oili,0.0,1.8380053935977752,6.8433137786230045
ok,2.168047566959398,3.4259878473913896,1.1865294473154488
okay,2.2761793375349226,1.6248961310502152,2.471756550578161
oksar,0.0,0.0,2.5
old,1.6450357218579383,1.5513199714366808,3.5911263126789565
older,4.638223219251579,0.0,2.45407609740746
